andre_mareschal-cour_bergere_ou_l_arcadie_de_messire_philippes_sidney	[vide]	1640.</p>	[vide]	[vide]	1640	[vide]
christophe_barthelemy_fagan_de_lugny-jalousie_imprevue	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 16 juillet 1740.	[vide]	[vide]	1740-07-16
henri_meilhac_ludovic_halevy-singe_de_nicolet	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 29 janvier 1865.</span>	[vide]	[vide]	1865-01-29
eugene_scribe_antoine_francois_varner-o_amitie_ou_mes_trois_epoques	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 14 novembre 1848.	[vide]	[vide]	1848-11-14
adolphe_dumas-mademoiselle_de_la_valliere	[vide]	[vide]	Représenté pour la première fois, à Paris sur le Théâtre de la Porte-Saint-Martin, le 15 mai 1843.</span>	[vide]	[vide]	1843-05-15
eugene_scribe_pierre_carmouche_jean_henri_dupin-marchand_d_amour	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 3 juin 1823.	[vide]	[vide]	1823-06-03
pierre_claude_nivelle_de_la_chaussee-gouvernante	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 27 avril 1747.	[vide]	[vide]	1747-04-27
eugene_labiche_alfred_delacour-celimare_de_bien_aime	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 27 février 1863.	[vide]	[vide]	1863-02-27
georges_feydeau-homme_de_paille	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jean_francois_bayard_charles_nombret_saint_laurent_emmanuel_theaulon-john_bull_au_louvre	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre des Variétés, le 13 septembre 1827.	[vide]	[vide]	1827-09-13
jean_donneau_de_vise-reponse_a_l_impromptu_de_versailles_ou_la_vengeance_des_marquis	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1663.	[vide]	[vide]	1663
emile_augier_jules_sandeau-jean_de_thommeray	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 29 décembre 1873.	[vide]	[vide]	1873-12-29
alexandre_dumas_pere_frederic_gaillardet-tour_de_nesle	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre de la Porte-Saint-Martin, le 29 mai 1832.	[vide]	[vide]	1832-05-29
pierre_carmouche_eugene_guinot-paris_a_cheval	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre national du Cirque-Olympique, le 31 décembre 1845.	[vide]	[vide]	1845-12-31
victorien_sardou-pommes_du_voisin	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le l5 octobre l864.	[vide]	[vide]	1864-10-15
tristan_bernard_albert_centurier-ecole_des_charlatans	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre national de l’Odéon, le 1<sup>er</sup> avril 1930.	[vide]	[vide]	1930-04-01
eugene_de_pradel-trait_de_moliere	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
thomas_sauvage_gabriel_de_lurieu-fich_tong_khan_ou_l_orphelin_de_la_tartarie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 3 mars 1835.</span>	[vide]	[vide]	1835-03-03
philippe_quinault-mariage_de_cambise	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1657.	[vide]	[vide]	1657
eugene_labiche_alfred_delacour-corricolo	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre impérial de l’Opéra-Comique, le 27 novembre 1868.	[vide]	[vide]	1868-11-27
eugene_scribe_melesville_jean_henri_dupin-plan_de_campagne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 14 avril 1823.	[vide]	[vide]	1823-04-14
henri_meilhac_ludovic_halevy-veuve	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 5 novembre 1874.	[vide]	[vide]	1874-11-05
jean_galbert_de_campistron-adrien	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 11 janvier 1690.	[vide]	[vide]	1690-01-11
alexandre_dumas_pere_auguste_anicet_bourgeois-venitienne	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 18 mars 1834.	[vide]	[vide]	1834-03-18
moliere-fourberies_de_scapin	[vide]	[vide]	Représentée pour la première fois à Paris sur le Théâtre de la Salle du Palais-Royal le 24 mai 1671 par la Troupe du Roi.	[vide]	[vide]	1671-05-24
emile_augier-lions_et_renards	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, par les comédiens ordinaires de l’Empereur, le 6 décembre 1869.	[vide]	[vide]	1869-12-06
tristan_bernard-jeanne_dore	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le théâtre Sarah Bernhardt,  le 16 décembre 1913.	[vide]	[vide]	1913-12-16
georges_courteline-pantheon_courcelles	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Grand Guignol, le 2 novembre 1899.	[vide]	[vide]	1899-11-02
alexis_piron-callisthene	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 février 1730.	[vide]	[vide]	1730-02-18
eugene_scribe_melesville-vampire	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 15 juin 1820.	[vide]	[vide]	1820-06-15
louis_emile_vanderburch-trois_heritiers_ou_le_revenant_ 	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Nouveau Théâtre de M. Comte, le 23 septembre 1822.	[vide]	[vide]	1822-09-23
georges_courteline_pierre_veber-affaire_champignon	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de La Scala, le 8 septembre 1899.	[vide]	[vide]	1899-09-08
emile_augier-joueur_de_flute	[vide]	[vide]	Représentée pour la première fois, à Paris, à la Comédie-Française, le 19 décembre 1850.	[vide]	[vide]	1850-12-19
alexandre_dumas_pere-jeunesse_de_louis_xiv	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 20 janvier 1854.	[vide]	[vide]	1854-01-20
pierre_du_ryer-anaxandre	[vide]	[vide]	Représentée pour la première fois, en 1653.	[vide]	[vide]	1653
casimir_delavigne-comediens	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 6 janvier 1820.	[vide]	[vide]	1820-01-06
alfred_capus-oiseau_blesse	[vide]	[vide]	Représentée pour la première fois sur le théâtre de la Renaissance, le 7 décembre 1908.	[vide]	[vide]	1908-12-07
paul_meurice-paris	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 21 juillet 1855.	[vide]	[vide]	1855-07-21
eugene_scribe-premiere_amours_ou_les_souvenirs_d_enfance	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 12 novembre 1825.	[vide]	[vide]	1825-11-12
victor_hugo-angelo_tyran_de_padoue	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 28 avril 1835.	[vide]	[vide]	1835-04-28
pierre_du_ryer-saul	[vide]	[vide]	Représentée par la première fois en 1640.	[vide]	[vide]	1640
jean_francois_bayard_gustave_de_wally-oncle_philibert	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le second Théâtre-Français, le 30 avril 1827.	[vide]	[vide]	1827-04-30
louis_de_boissy-retour_de_la_paix	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 22 février 1749.	[vide]	[vide]	1749-02-22
pierre_corneille-andromede	[vide]	[vide]	Représentée pour la première fois le 13 janvier 1650, sur le Théâtre du Petit-Bourbon.	[vide]	[vide]	1650-01-13
alfred_de_musset-il_ne_faut_jurer_de_rien	[vide]	Publiée en 1836 et représentée pour la première fois, à Paris, sur le Théâtre-Français, le 22 juin 1848. </span>	Publiée en 1836 et représentée pour la première fois, à Paris, sur le Théâtre-Français, le 22 juin 1848. </span>	[vide]	1836	1848-06-22
paul_meurice-avocat_des_pauvres	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 15 octobre 1856.	[vide]	[vide]	1856-10-15
edmond_rostand-romanesques	[vide]	[vide]	Représentée pour la première fois, à Paris, sur la scène de la Comédie-Française, le 21 mai 1894.	[vide]	[vide]	1894-05-21
eugene_scribe_thomas_sauvage-image	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 17 avril 1845.	[vide]	[vide]	1845-04-17
voltaire-therese_fragment_de	[vide]	1743.</p>	[vide]	[vide]	1743	[vide]
octave_mirbeau-epidemie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Antoine, le 29 avril 1898.	[vide]	[vide]	1898-04-29
dorimond-ecole_des_cocus_ou_la_precaution_inutile	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Jeu de paume d’Orléans, en 1659.	[vide]	[vide]	1659
eugene_scribe_melesville_jean_francois_alfred_bayard-louise_ou_la_reparation	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 16 novembre 1829.	[vide]	[vide]	1829-11-16
charles_dufresny-joueuse	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 22 octobre 1709.	[vide]	[vide]	1709-10-22
georges_feydeau-puce_a_l_oreille	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Nouveautés, le 2 mars 1907.	[vide]	[vide]	1907-03-02
eugene_scribe_constant_menissier-caroline	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 5 mars 1819.	[vide]	[vide]	1819-03-05
dancourt-enfants_de_paris_ou_la_famille_a_la_mode	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 décembre 1699.	[vide]	[vide]	1699-12-18
michel_baron-andrienne	[vide]	[vide]	Représentée, pour la première fois, le 16 novembre 1703.	[vide]	[vide]	1703-11-16
henri_meilhac_ludovic_halevy-petite_marquise	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 13 février 1874.	[vide]	[vide]	1874-02-13
eugene_scribe_jean_henri_dupin-combat_des_montagnes_ou_la_folie_beaujon	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 12 juillet 1817.	[vide]	[vide]	1817-07-12
octave_mirbeau-vieux_menage	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Grand-Guignol, le 29 octobre 1909.	[vide]	[vide]	1909-10-29
georges_feydeau-dormez_je_le_veux	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Eldorado, le 29 avril 1897.	[vide]	[vide]	1897-04-29
adolphe_d_ennery_marc_fournier-paillasse	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 9 novembre 1850.	[vide]	[vide]	1850-11-09
denis_diderot-est_il_bon_est_il_mechant_ou_l_officieux_persifleur_ou_celui_qui_les_sert_tous_et_qui_n_en_contente_aucun	[vide]	1781.</p>	[vide]	[vide]	1781	[vide]
marivaux-mere_confidente	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens Italiens, sur le Théâtre de l’Hôtel de Bourgogne, le 9 mai 1735.	[vide]	[vide]	1735-05-09
claude_ignace_brugiere_de_barante-fontaine_de_sapience	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 8 juillet 1694.	[vide]	[vide]	1694-07-08
jacques_francois_ancelot-deux_jours_ou_la_nouvelle_mariee	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 28 novembre 1831.	[vide]	[vide]	1831-11-28
alexis_piron-arlequin_deucalion	[vide]	[vide]	Représenté pour la première fois, à Paris, à la Foire Saint-Germain, le 25 février 1722.	[vide]	[vide]	1722-02-25
philippe_poisson-mariage_fait_par_lettre_de_change	[vide]	[vide]	Représentée pour la première fois le 13 juillet 1735.	[vide]	[vide]	1735-07-13
tristan_bernard-incident_du_7_avril	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Athénée, le 20 mai 1911.	[vide]	[vide]	1911-05-20
adolphe_de_leuven_ _armand_d_artois_philippe_auguste_alfred_pittaud_de_forges-portefeuille	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Nouveautés, le 29 décembre 1827.	[vide]	[vide]	1827-12-29
georges_feydeau-fiances_en_herbe	[vide]	[vide]	Représentée pour la première fois sur la scène à la salle Kriegelstein, le 29 mars 1886.	[vide]	[vide]	1886-03-29
pierre_corneille-othon	[vide]	[vide]	Représentée pour la première fois, au Château de Fontainebleau, le 1<sup>er</sup> août 1664.	[vide]	[vide]	1664-08-01
thomas_corneille_jean_donneau_de_vise-devineresse_ou_les_faux_enchantements_ou_madame_jobin	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel Guénégaud, le 19 novembre 1679.	[vide]	[vide]	1679-11-19
marivaux-prejuge_vaincu	[vide]	[vide]	Représentée pour la première fois, à Paris, par les Comédiens Français, sur le Théâtre de la rue des Fossés Saint-Germain, le 6 juillet 1746.	[vide]	[vide]	1746-07-06
thomas_sauvage_michel_nicolas_balisson_de_rougemont-arlequin_seigneur_de_village	[vide]	[vide]	Représenté, pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 18 octobre 1817.	[vide]	[vide]	1817-10-18
david_augustin_de_brueys-gabinie	[vide]	[vide]	Représentée pour la première fois, le 2 avril 1699.	[vide]	[vide]	1699-04-02
theophile_marion_dumersan-mort_de_moliere	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre Royal de l’Odéon, le 18 février 1830.</span>	[vide]	[vide]	1830-02-18
alexandre_dumas_fils-visite_de_noces	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 octobre 1871.	[vide]	[vide]	1871-10-10
jacques_francois_ancelot-olga_ou_l_orpheline_moscovite	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 15 septembre 1828.	[vide]	[vide]	1828-09-15
hauteroche-crispin_musicien	[vide]	[vide]	Représentée pour la première fois en juillet 1674.	[vide]	[vide]	1674-07
gautier_de_costes_sieur_de_la_calprenede-mort_des_enfants_d_herode_ou_suite_de_mariane	[vide]	[vide]	Représentée pour la première fois, à Paris, en 1638.	[vide]	[vide]	1638
alexis_piron-vasta_reine_de_bordelie	[vide]	1773.</p>	[vide]	[vide]	1773	[vide]
alexandre_dumas_pere-conscience	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 4 novembre 1854.	[vide]	[vide]	1854-11-04
jean_francois_cailhava_de_l_estandoux-enlevement_de_ragotin_et_de_madame_bouvillon_ou_le_roman_comique_denoue	[vide]	Imprimée en 1799.</span></p>	[vide]	[vide]	1799	[vide]
eugene_labiche_adrien_decourcelle_gustave_lemoine-petits_moyens	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 6 novembre 1850.	[vide]	[vide]	1850-11-06
alphonse_pages-moliere_a pezenas	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Odéon, avant la représentation du <i>Médecin Volant</i> de Molière, le 15 janvier 1866.</span>	[vide]	[vide]	1866-01-15
jean_francois_cailhava_de_l_estandoux-athenes_pacifiee	[vide]	Imprimée en 1797.</span></p>	[vide]	[vide]	1797	[vide]
george_sand-moliere	[vide]	[vide]	Représenté pour la première fois, sur le Théâtre de la Gaieté, le 10 mai 1851.	[vide]	[vide]	1851-05-10
eugene_scribe_charles_gaspard_delestre_poirson-encore_une_nuit_de_la_garde_nationale_ou_le_poste_de_la_barriere	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte-Saint-Martin, le 15 décembre 1815.	[vide]	[vide]	1815-12-15
eugene_labiche_leon_dumoustier-gros_mot	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 29 septembre 1860.	[vide]	[vide]	1860-09-29
alfred_de_musset-on_ne_badine_pas_avec_l_amour	[vide]	Publiée en 1834 et représentée pour la première fois, à Paris, sur le Théâtre-Français, le 18 novembre 1861.	Publiée en 1834 et représentée pour la première fois, à Paris, sur le Théâtre-Français, le 18 novembre 1861.	[vide]	1834	1861-11-18
eugene_scribe_antoine_francois_varner-cesar_ou_le_chien_du_chateau	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le théâtre du Gymnase-Dramatique, le 4 mars 1837.	[vide]	[vide]	1837-03-04
voltaire-ecossaise	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 26 juillet 1760.	[vide]	[vide]	1760-07-26
alfred_de_musset-faire_sans_dire	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
philippe_poisson-boite_de_pandore	[vide]	[vide]	Représentée pour la première fois, à Paris, par les Comédiens ordinaires du Roi, le 18 mars 1729.	[vide]	[vide]	1729-03-18
alexandre_dumas_pere-mademoiselle_de_belle_isle	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 12 avril 1839.	[vide]	[vide]	1839-04-12
maurice_millot-moliere_et_sa_servante	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 15 janvier 1903.</span>	[vide]	[vide]	1903-01-15
eugene_scribe_charles_gaspard_delestre_poirson-flore_et_zephyre	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 8 février 1816.	[vide]	[vide]	1816-02-08
eugene_scribe_melesville-bohemienne_ou_l_amerique_en_1775	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Gymnase, le 1<sup>er</sup> juin 1829.	[vide]	[vide]	1829-06-01
tristan_bernard_alfred_athis-deux_canards	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 3 décembre 1913.	[vide]	[vide]	1913-12-03
